업종명,업소명,소재지(도로명),소재지전화
일반음식점,김순례 닭강정 위례점,"서울특별시 송파구 위례광장로 120, 상가동 1층 104호 (장지동, 위례중앙푸르지오1단지)",
일반음식점,마천골,"서울특별시 송파구 송이로20길 19, 1층 2호 (가락동)",
일반음식점,Pat a cake(팻어케이크),"서울특별시 송파구 백제고분로41길 20, 101호 (송파동)",
일반음식점,우정,"서울특별시 송파구 송파대로 167, 문정역테라타워 A동 지하1층 G107호,G108호 (문정동)",
일반음식점,돈기부여 위례점,"서울특별시 송파구 위례광장로 270, Y동 1층 115호 (장지동, 송파와이즈더샵)",
일반음식점,행복cake,"서울특별시 송파구 송이로6길 17, 1층 101호 (송파동)",
일반음식점,33떡볶이 송파헬리오점,"서울특별시 송파구 송파대로 345, 001A동 1층 1083호 (가락동, 헬리오시티)",
일반음식점,한성양꼬치,"서울특별시 송파구 송파대로 111, 제하비오길 202동 158, 159, 160호 (문정동, 파크하비오)",
일반음식점,새벽 대게,"서울특별시 송파구 송파대로37길 48, 1층 105호 (석촌동)",
일반음식점,헨드릭스,"서울특별시 송파구 백제고분로17길 55, 2층 (잠실동)",
일반음식점,원조 부산 양곱창,"서울특별시 송파구 올림픽로32길 21-23, 1층 104호 (방이동)",
일반음식점,이승윤의 알통떡강정 위례중앙푸르지오점,"서울특별시 송파구 위례광장로 120, 상가동 B05-2호 (장지동, 위례중앙푸르지오1단지)",
일반음식점,달쿵이네,"서울특별시 송파구 문정로 19, 프라도빌딩 1층 104호 (문정동)",
일반음식점,다올상회,"서울특별시 송파구 삼학사로18길 13, 1층 (석촌동)",
일반음식점,우리바지락칼국수· 설렁탕,"서울특별시 송파구 법원로8길 13, 문정헤리움써밋타워 1층 106, 107호 (문정동)",
일반음식점,입분식 가정집,"서울특별시 송파구 오금로18길 10, 2층 (송파동)",
일반음식점,담소미,"서울특별시 송파구 가락로18길 5, 101호 (송파동)",
일반음식점,수라멘,"서울특별시 송파구 송파대로 345, 1B동 지하1층 176호,177호 (가락동, 헬리오시티)",
일반음식점,포호아 딜리버리,"서울특별시 송파구 백제고분로32길 6, 수배빌딩 1층 105호 (삼전동)",
일반음식점,가인시루,"서울특별시 송파구 송이로17길 41, 청우빌딩 1층 101호 (가락동)",
일반음식점,한우상회,"서울특별시 송파구 법원로11길 7, 문정현대지식산업센터1-2 C동 B212호 (문정동)",
일반음식점,카페 뎀셀브즈,"서울특별시 송파구 법원로11길 12, 한양타워 1층 (문정동)",02-2266-5942
일반음식점,오도로 초밥&참치,"서울특별시 송파구 백제고분로19길 32, 1층 104호 (잠실동)",
일반음식점,핸드앤몰트 송파,"서울특별시 송파구 송파대로49길 47, 1층 (석촌동)",02-6203-1785
일반음식점,수다감자탕,"서울특별시 송파구 백제고분로41길 15, 1층 (송파동)",
일반음식점,보람만두,"서울특별시 송파구 마천로51길 32-1, 1층 103호 (마천동)",
일반음식점,몽키타운,"서울특별시 송파구 올림픽로 98, 지하1층 (잠실동)",
일반음식점,목향와인,"서울특별시 송파구 법원로4길 5, 송파법조타운푸르지오 1층 137호 (문정동)",
일반음식점,삼전동 골목집,"서울특별시 송파구 백제고분로21길 20, 1층 (삼전동)",
일반음식점,백두산,"서울특별시 송파구 거마로 7, OK 빌딩 2층 (거여동)",
일반음식점,궁뜨락,"서울특별시 송파구 백제고분로50길 42, 1층 102호 (방이동)",
일반음식점,스파이스랩,"서울특별시 송파구 가락로 148, 1층 106호 (송파동)",
일반음식점,송파 주원오리,"서울특별시 송파구 삼전로 74, 1층 (삼전동)",
일반음식점,스타 도로시 꽈배기,"서울특별시 송파구 마천로45길 15, 1층 (마천동)",
일반음식점,미쓰달,"서울특별시 송파구 송파대로 201, 송파 테라타워2 에이동 1층 A133호 (문정동)",
일반음식점,"배,반찬식당","서울특별시 송파구 마천로39길 4-8, 1층 (마천동)",
일반음식점,호식이두마리치킨(가락1호점),"서울특별시 송파구 송이로17길 29, 진흥빌딩 1층 (가락동)",
일반음식점,장어집,"서울특별시 송파구 송파대로 567, 병원부지상가동 1층 101호 (잠실동, 잠실주공아파트)",
일반음식점,나레초밥,"서울특별시 송파구 백제고분로7길 54, 1층 (잠실동)",02-416-0377
일반음식점,88시장버거 잠실점,"서울특별시 송파구 올림픽로8길 20, 잠실아이파크 1층 A107호 (잠실동)",
일반음식점,고기한마당,"서울특별시 송파구 마천로51길 9-6, 1층 (마천동)",
일반음식점,타쿠미주방 가든파이브점,"서울특별시 송파구 충민로 66, 현대시티몰 가든파이브점 지하1층 (문정동)",
일반음식점,조광,"서울특별시 송파구 새말로8길 13, 2층 201호 (문정동)",
일반음식점,잔치국수,"서울특별시 송파구 거마로22길 19, 1층 (마천동)",
일반음식점,야나기스시2,"서울특별시 송파구 올림픽로 145, 리센츠상가 지하1층 A90-91호 (잠실동)",
일반음식점,모범카츠,"서울특별시 송파구 동남로2길 8, 1층 (문정동)",
일반음식점,소풍,"서울특별시 송파구 올림픽로32길 45, 1층 102호 (방이동)",
일반음식점,파고 파곱,"서울특별시 송파구 성내천로 124, 1층 (거여동)",
일반음식점,봉쥬르 와인살롱,"서울특별시 송파구 오금로13길 13, 1층 (방이동)",
일반음식점,오아시스,"서울특별시 송파구 삼학사로3길 6, 청기와빌딩 1층 (삼전동)",
일반음식점,바리스타J,"서울특별시 송파구 중대로 24, 상가 2동 120호 (문정동, 올림픽훼밀리타운)",
일반음식점,남태령 봉평메밀막국수,"서울특별시 송파구 송파대로 167, 문정역테라타워 A동 1층 166호,167호 (문정동)",02-2054-8181
일반음식점,브로피자 송파점,"서울특별시 송파구 가락로 133, 1층 (송파동)",
일반음식점,(주)청년에프엔엠,"서울특별시 송파구 백제고분로32길 7, 지하1층 (삼전동)",
일반음식점,글로리식당,"서울특별시 송파구 백제고분로42길 4-13, 수정빌딩 1층 102호 (송파동)",
일반음식점,코돈카츠,"서울특별시 송파구 법원로11길 7, 문정현대지식산업센터1-2 1층 103호 (문정동)",
일반음식점,블루문,"서울특별시 송파구 오금로 495, FIAMA 3층 (거여동)",
일반음식점,카레바시야,"서울특별시 송파구 올림픽로32길 57, 1층 (방이동)",
일반음식점,inkling(잉클링),"서울특별시 송파구 양재대로60길 3-5, 보우빌딩 1층 (가락동)",
일반음식점,피자 napoli,"서울특별시 송파구 삼학사로 61, 1층 (삼전동)",
일반음식점,더 레시피 컴퍼니,"서울특별시 송파구 가락로 170, 1층 (송파동)",02-2202-0302
일반음식점,김복남 맥주 석촌호수점,"서울특별시 송파구 석촌호수로 188, 1층 101호 (석촌동, 신동아로쟌뷰)",
일반음식점,우리족발,"서울특별시 송파구 송파대로22길 6, 1층 104호 (문정동)",
일반음식점,행복한 순정감자탕,"서울특별시 송파구 법원로11길 25, 에이치비지니스파크 A동 124,125,126호 (문정동)",
일반음식점,에스앤비푸드,"서울특별시 송파구 백제고분로18길 10, 1층 (잠실동)",
일반음식점,블랙캡 피자 잠실점,"서울특별시 송파구 백제고분로28길 21, 1층 102호 (삼전동)",
일반음식점,혼밥돼지 송파점,"서울특별시 송파구 백제고분로42길 29, 1층 102호 (송파동)",
일반음식점,카롱 바이 제이,"서울특별시 송파구 송파대로36길 7-42, 1층 (송파동)",
일반음식점,옛날분식,"서울특별시 송파구 백제고분로27길 24, 1층 102호 (삼전동)",02-417-7336
일반음식점,두꺼비카페,"서울특별시 송파구 위례순환로 494, 2층 (장지동)",
일반음식점,고니지니분식 삼전본점,"서울특별시 송파구 백제고분로 258, 삼전원빌딩 1층 105호 (삼전동)",
일반음식점,수경 수제 만두 거여점,"서울특별시 송파구 오금로 496, 1층 102호 (거여동)",
일반음식점,명가 외식,"서울특별시 송파구 중대로23길 20, 1층 110호,111호 (가락동, 우정에쉐르)",
일반음식점,동동양꼬치,"서울특별시 송파구 가락로11길 6, 1층 101호 (석촌동)",
일반음식점,빠샤 수제 닭꼬치,"서울특별시 송파구 동남로 272, 가락우창아파트 상가동 1층 1호 (오금동)",
일반음식점,친구네포차,"서울특별시 송파구 법원로 114, 엠스테이트 B동 1층 133호 (문정동)",
일반음식점,커피 엠,"서울특별시 송파구 백제고분로12길 3, 유림빌딩 1층 101호 (잠실동)",
일반음식점,옐로우피자(송파점),"서울특별시 송파구 가락로 38, 1층 (석촌동)",
일반음식점,쿠치나 오네스토,"서울특별시 송파구 백제고분로41길 21-24, 1층 102호 (송파동)",
일반음식점,엔 칙스 잠실 삼전점,"서울특별시 송파구 백제고분로19길 29, 지하1층 (잠실동)",
일반음식점,글램,"서울특별시 송파구 송파대로28길 27, 101동 122,123호 (가락동, 송파성원쌍떼빌)",
일반음식점,제너시스 비비큐 헬리오시티점,"서울특별시 송파구 송파대로37길 78, 1층 (석촌동)",
일반음식점,한식에 끼를 더하다,"서울특별시 송파구 오금로13길 9, 지하1층 16호 (방이동)",
일반음식점,세르모,"서울특별시 송파구 올림픽로12길 17, 6층 (잠실동)",
일반음식점,토리,"서울특별시 송파구 새말로 152, 1층 (문정동)",02-6472-5000
일반음식점,W(더블유),"서울특별시 송파구 송파대로28길 27, 102동 117,118호 (가락동, 송파성원쌍떼빌)",
일반음식점,치킨선생,"서울특별시 송파구 송파대로37길 70, 1층 10호 (석촌동)",
일반음식점,우리동네 즉석떡볶이 헬리오시티점,"서울특별시 송파구 송파대로 345, 1A동 B121호 (가락동, 헬리오시티)",
일반음식점,카마도,"서울특별시 송파구 법원로 114, 엠스테이트 C동 1층 C127-1호 (문정동)",
일반음식점,플루마,"서울특별시 송파구 위례성대로18길 4, 2층 (방이동)",02-2203-2345
일반음식점,주안이네 집밥,"서울특별시 송파구 백제고분로12길 13, 1층 103호 (잠실동)",
일반음식점,불맞고쭈꾸미&삼겹살 방이역점,"서울특별시 송파구 위례성대로20길 27, 1층 (오금동)",
일반음식점,올더플레이트 잠실,"서울특별시 송파구 백제고분로45길 25, 1층 (송파동)",
일반음식점,삼촌네포차 문정점,"서울특별시 송파구 동남로4길 30-1, 1층 (문정동)",02-402-3737
일반음식점,문정동645,"서울특별시 송파구 법원로9길 26, 에이치비지니스파크 C동 109호 (문정동)",
일반음식점,본도시락 위례중앙점,"서울특별시 송파구 위례광장로 120, 상가동 지하1층 B05-1호 (장지동, 위례중앙푸르지오1단지)",
일반음식점,파파키키,"서울특별시 송파구 송파대로 345, 3B동 지하1층 31호 (가락동, 헬리오시티)",
일반음식점,북창동순두부 송파 가든파이브점,"서울특별시 송파구 충민로 66, 현대시티몰 가든파이브점 5층 (문정동)",02-2673-2589
일반음식점,명인 옛날 통닭 마천점,"서울특별시 송파구 마천로 251, 대산빌딩 1층 101호 (마천동)",
일반음식점,큰맘할매순대국 가락점,"서울특별시 송파구 송이로 97, 1층 101호 (가락동)",
일반음식점,만쥬벌판,"서울특별시 송파구 올림픽로 지하 265, 잠실역2호선 216-127호 (신천동)",
일반음식점,송파클럽,"서울특별시 송파구 가락로 51, 1층 (석촌동)",
일반음식점,COFFEE MIMI(커피미미),"서울특별시 송파구 올림픽로10길 54, 1층 101호 (잠실동)",02-425-2122
일반음식점,(주)씨엔에이푸드,"서울특별시 송파구 송파대로36가길 15, 지하1층 (송파동)",
일반음식점,돈까스짱,"서울특별시 송파구 위례광장로 136, 상가-4동 D101호 (장지동, 위례아이파크)",
일반음식점,문정 갈빗집,"서울특별시 송파구 법원로 114, 엠스테이트 에이동 제1층 에이-107호 (문정동)",
일반음식점,고씨네 푸드,"서울특별시 송파구 위례광장로 193, 대길프라자 2층 3호 (장지동)",
일반음식점,흥부찜닭 거여마천점,"서울특별시 송파구 거마로5길 16, 1층 (거여동)",
일반음식점,오빠 막창(송파점),"서울특별시 송파구 법원로11길 11, 문정현대지식산업센터1-1 A동 1층 108호 (문정동)",02-3400-0313
일반음식점,자연반찬,"서울특별시 송파구 오금로 477, 1 층 103호 (거여동)",02-403-5368
일반음식점,부엉이 COFFEE,"서울특별시 송파구 백제고분로28길 12, 1층 101호 (삼전동)",
일반음식점,레드175,"서울특별시 송파구 법원로8길 13, 1층 105호 (문정동)",
일반음식점,도렐(주) 잠실,"서울특별시 송파구 올림픽로 240, 롯데백화점 잠실점 1층 (잠실동)",
일반음식점,블랙 김밥엔커피,"서울특별시 송파구 법원로8길 13, 1층 113호 (문정동)",02-402-0064
일반음식점,큰맘 할매순대국,"서울특별시 송파구 법원로11길 25, 에이치비지니스파크 A동 1층 121,122호 (문정동)",
일반음식점,불향쭈꾸미,"서울특별시 송파구 삼전로6길 5, 104호 (삼전동)",
일반음식점,헬로우마라(본점),"서울특별시 송파구 새말로 62, 송파 푸르지오시티 상가 지1층 비20호 (문정동)",
일반음식점,골목카레,"서울특별시 송파구 오금로46길 39, 오산빌딩 1층 (가락동)",
일반음식점,와인앤네일,"서울특별시 송파구 가락로 183, 한양아파트상가 1층 104호 (송파동)",02-3432-0825
일반음식점,88,"서울특별시 송파구 법원로 90, 파트너스2 2층 208호 (문정동)",
일반음식점,곰국시집,"서울특별시 송파구 올림픽로 300, 롯데월드몰  5층 (신천동)",
일반음식점,미드리푸드,"서울특별시 송파구 마천로 385-1, 1층 (마천동)",02-407-8943
일반음식점,명화손만두,"서울특별시 송파구 오금로 306, 1층 107호 (가락동, 가락스타클래스)",
일반음식점,에르모소 뷰티카페,"서울특별시 송파구 올림픽로 300, 롯데월드몰 6층 (신천동)",02-568-2079
일반음식점,명품김밥 멸치국수 석촌호수본점,"서울특별시 송파구 송파대로49길 65, 1층 (석촌동)",
일반음식점,카페바이림,"서울특별시 송파구 백제고분로28길 33, 1층 102호 (삼전동)",
일반음식점,순수치킨 마천점,"서울특별시 송파구 거마로20길 40, 1층 102,103호 (마천동)",
일반음식점,브로버거,"서울특별시 송파구 위례성대로20길 22, 정남빌딩 1층 (오금동)",
일반음식점,구완죽,"서울특별시 송파구 충민로 181, 로체프라자 1층 108호 (장지동)",
일반음식점,명서식당,"서울특별시 송파구 백제고분로7길 42-29, 1층 102호 (잠실동)",
일반음식점,맛닭꼬 송파한양점,"서울특별시 송파구 가락로 159, 1층 (송파동)",
일반음식점,싸움의고수 롯데마트송파점,"서울특별시 송파구 중대로 80, 롯데마트 송파점 지상 2층 (문정동)",
일반음식점,미타우동,"서울특별시 송파구 올림픽로 300, 롯데월드몰점 5층 (신천동)",
일반음식점,마천가마솥설렁탕,"서울특별시 송파구 마천로51길 1, 1층 (마천동)",02-3411-3336
일반음식점,루이스 방이점,"서울특별시 송파구 오금로11길 55-8, 아주리센 센트럴파크 2층 202호 (방이동)",
일반음식점,킹즈클럽,"서울특별시 송파구 법원로4길 10, B102호 (문정동)",
일반음식점,소소나름,"서울특별시 송파구 법원로 128, 문정에스케이브이원지엘메트로시티 C동 CG129호 (문정동)",
일반음식점,왕빈자삼파전,"서울특별시 송파구 송파대로38길 15, 1층 (송파동)",
일반음식점,만석장 롯데월드몰점,"서울특별시 송파구 올림픽로 300, 롯데월드타워앤드롯데월드몰 6층 (신천동)",02-3213-4653
일반음식점,나리식당,"서울특별시 송파구 석촌호수로 240, 2층 (석촌동)",02-419-3001
일반음식점,우물정(석촌고분역점),"서울특별시 송파구 백제고분로 266, 넥스파빌딩 1층 (삼전동)",
일반음식점,용호동낙지 롯데월드몰점,"서울특별시 송파구 올림픽로 300, 롯데월드몰점 6층 (신천동)",02-3213-4652
일반음식점,응급실 국물 떡볶이 서울 송파위례점,"서울특별시 송파구 위례광장로 270, 1층 Y101호 (장지동, 송파와이즈더샵)",
일반음식점,호수로 커피,"서울특별시 송파구 석촌호수로 210, 1층 107호 (석촌동, 석촌호수효성해링턴타워)",
일반음식점,주양명가돈까스(마천점),"서울특별시 송파구 마천로45길 45, 1층 (마천동)",02-402-2101
일반음식점,봉열곱창,"서울특별시 송파구 송파대로 111, 하비오길동 송파대로202동 1층 148호,149호 (문정동, 파크하비오)",
일반음식점,카페 올레오,"서울특별시 송파구 송파대로48길 3, 101호 (송파동)",
일반음식점,사이드쇼 월드몰점,"서울특별시 송파구 올림픽로 300, 5층 (신천동)",
일반음식점,유가네 한우곰탕,"서울특별시 송파구 마천로41길 7, 1층 105,106호 (마천동)",
일반음식점,성민정,"서울특별시 송파구 삼전로 91, 세형빌딩 지하1층 (잠실동)",02-420-5890
일반음식점,(주)리한 이디즈키친 송파점,"서울특별시 송파구 백제고분로33길 16, 2층 204호 (석촌동)",
일반음식점,브루클린 더 버거 조인트,"서울특별시 송파구 올림픽로 300, 롯데월드타워앤드롯데월드몰 3층 (신천동)",02-3213-4340
일반음식점,오한수 우육면가 문정점,"서울특별시 송파구 법원로 114, 엠스테이트 E동 지하1층 B140호 (문정동)",
일반음식점,명동칼국수,"서울특별시 송파구 중대로 80, 롯데마트 2층 (문정동)",
일반음식점,차이(Chai)797 잠실롯데월드몰점,"서울특별시 송파구 올림픽로 300, 롯데월드타워앤드롯데월드몰 5층 (신천동)",02-3213-4579
일반음식점,불타는 여고 24시 떡볶이,"서울특별시 송파구 동남로 278, 104호 (오금동)",
일반음식점,Mr.포차나,"서울특별시 송파구 새말로 62, 송파 푸르지오시티상가 B18호 (문정동)",
일반음식점,응급실 국물떡볶이 서울삼전점,"서울특별시 송파구 삼전로 46, 1층 (삼전동)",
일반음식점,오이라(O'ira),"서울특별시 송파구 오금로16길 10-8, 1층 101(일부)호 (송파동)",
일반음식점,할매순대국(위례광장로점),"서울특별시 송파구 위례광장로 270, G동 106,107호 (장지동, 송파와이즈더샵)",
일반음식점,오금 coffee363,"서울특별시 송파구 동남로23다길 22, 1층 (오금동, 아성)",
일반음식점,우주곱창,"서울특별시 송파구 백제고분로41길 42-8, 1층 (송파동)",
일반음식점,우리소 육회생각,"서울특별시 송파구 백제고분로48나길 4, 1층 101호 (방이동, 프라임하우스)",
일반음식점,상득씨네,"서울특별시 송파구 동남로18길 40, 프라자아파트상가 1층 113호 (가락동)",
일반음식점,화려한 포장마차,"서울특별시 송파구 오금로31길 28, 상가A동 1층 113호 (방이동, 코오롱아파트)",02-477-5181
일반음식점,코코라운지,"서울특별시 송파구 올림픽로32길 7, 호텔 더 캐슬 16층 (방이동)",
일반음식점,다스커피 삼전점,"서울특별시 송파구 삼전로8길 10, 화완빌딩 1층 103호 (삼전동)",
일반음식점,해랑,"서울특별시 송파구 오금로 227, 2층 (방이동)",
일반음식점,양타령,"서울특별시 송파구 위례성대로 192, 1층 (오금동)",
일반음식점,강남 흑염소,"서울특별시 송파구 오금로44길 7, 1층 (가락동)",
일반음식점,소정,"서울특별시 송파구 법원로4길 6, 문정아이파크 1동 2층 209호 (문정동)",
일반음식점,펀비어킹 방이역점,"서울특별시 송파구 위례성대로18길 27, 진양빌딩 1층 (방이동)",
일반음식점,라 미아 파밀리아,"서울특별시 송파구 백제고분로18길 5, 지하1층 (잠실동)",
일반음식점,제주프리미엄 흑돼지돈까스 공방&파스타,"서울특별시 송파구 동남로6길 15, 1층 (문정동)",
일반음식점,원푸드시스템,"서울특별시 송파구 송파대로30길 41-17, 102호 (가락동)",02-401-7776
일반음식점,맞닿음,"서울특별시 송파구 백제고분로45길 34, 동방빌딩 1층 102호 (송파동)",02-417-0560
일반음식점,토브피자(Tov Pizza),"서울특별시 송파구 송파대로 345, 001A동 B144호 (가락동, 헬리오시티)",
일반음식점,진사또2,"서울특별시 송파구 송파대로20길 10, 4층 (문정동)",
일반음식점,KITT(키트),"서울특별시 송파구 석촌호수로 160, 수연빌딩 1층 (삼전동)",070-4216-8252
일반음식점,러브미 텐더 동네치킨,"서울특별시 송파구 백제고분로31길 3, 지하1층 (삼전동)",02-2203-8009
일반음식점,카페 활력소,"서울특별시 송파구 법원로 96, 문정법조프라자 1층 103호 (문정동)",
일반음식점,다서시,"서울특별시 송파구 충민로 5, 1층 120호 (문정동, 송파한화오벨리스크)",
일반음식점,치킨의 민족 문정점,"서울특별시 송파구 법원로4길 5, 송파법조타운푸르지오 지하1층 B122호 (문정동)",
일반음식점,남오토코 문정점,"서울특별시 송파구 충민로 5, 1층 122호 (문정동, 송파한화오벨리스크)",
일반음식점,르메오디저트,"서울특별시 송파구 법원로4길 10, 힐스테이트에코문정 128호 (문정동)",
일반음식점,동촌 샤브칼국수 풍납점,"서울특별시 송파구 바람드리28길 7, 1층 (풍납동)",
일반음식점,건방진떡볶이,"서울특별시 송파구 오금로 194, 지하1층 7호 (송파동)",
일반음식점,옥사장집밥,"서울특별시 송파구 법원로4길 5, 송파법조타운푸르지오 지하1층 비119호 (문정동)",
일반음식점,착한밥집,"서울특별시 송파구 거마로22길 37, 1층 (마천동)",
일반음식점,광명횟집,"서울특별시 송파구 송파대로 167, 문정역테라타워 B동 1층 131호 (문정동)",
일반음식점,12라운드,"서울특별시 송파구 석촌호수로 210, 지하1층 3호 (석촌동, 석촌호수효성해링턴타워)",
일반음식점,마마양꼬치,"서울특별시 송파구 풍성로23길 38-2, 1층 (풍납동)",
일반음식점,79대포 서울문정점,"서울특별시 송파구 법원로11길 7, 문정현대지식산업센터1-2 C동 135호 (문정동)",
일반음식점,(주)보나비 쿠차라 잠실역점,"서울특별시 송파구 올림픽로35길 123, 향군타워 1층 (신천동)",02-2155-5754
일반음식점,럭키살롱,"서울특별시 송파구 위례광장로 120, 상가동 1층 111호 (장지동, 위례중앙푸르지오1단지)",02-556-6625
일반음식점,배달오형제,"서울특별시 송파구 법원로4길 5, 송파법조타운푸르지오 지1층 비134호 (문정동)",
일반음식점,라 슈펠(La Spiel),"서울특별시 송파구 법원로 128, 문정에스케이브이원지엘메트로시티 지하2층 CG214호 (문정동)",
일반음식점,제주은희네해장국 문정테라타워점,"서울특별시 송파구 송파대로 167, 문정역테라타워 A동 G135호 (문정동)",
일반음식점,헬로우 낙곱새 방이점,"서울특별시 송파구 오금로13길 9, 지하1층 7호 (방이동)",
일반음식점,리얼파스타 잠실점,"서울특별시 송파구 가락로 139, 2층 (송파동)",
일반음식점,지오키친,"서울특별시 송파구 송파대로45길 3-24, 2층 1호 (석촌동)",
일반음식점,낙원전집,"서울특별시 송파구 석촌호수로12길 5, 1층 (잠실동)",
일반음식점,마라하오 잠실점,"서울특별시 송파구 석촌호수로 210, 지하1층 1호 (석촌동, 석촌호수효성해링턴타워)",
일반음식점,송리단취향,"서울특별시 송파구 백제고분로45길 20, 1층 102호 (송파동, 신광빌딩)",
일반음식점,사운드랩,"서울특별시 송파구 새말로 62, 송파 푸르지오시티 상가125호 (문정동)",
일반음식점,로지올,"서울특별시 송파구 가락로5길 8, 우경빌딩 1층 103호 (석촌동)",070-8645-1726
일반음식점,바른돈부리,"서울특별시 송파구 오금로13길 9, 석정빌딩 지하1층 13호 (방이동)",
일반음식점,카레야상,"서울특별시 송파구 송이로21길 33-23, 지하1층 (가락동)",
일반음식점,퍼틴 롯데캐슬점,"서울특별시 송파구 올림픽로 269, 2층 (신천동, 롯데캐슬골드)",02-336-2067
일반음식점,"송화의카페, 복숭아공원점","서울특별시 송파구 마천로11길 3, 1층 (오금동)",
일반음식점,크래프트 한스 문정,"서울특별시 송파구 법원로 128, 문정에스케이브이원지엘메트로시티 B동 1층 127호 (문정동)",
일반음식점,죽이야기 헬리오시티점,"서울특별시 송파구 송파대로 345, 상가1A동 B118,B119,B120호 (가락동, 헬리오시티)",
일반음식점,쁘띠바또,"서울특별시 송파구 충민로2길 28, 대진플라자2 1층 109호 (장지동)",
일반음식점,성진수산,"서울특별시 송파구 양재대로 932, 가락동 농수산물도매시장 가락몰 판매동 1층 111-1(수산A30)호 (가락동)",
일반음식점,Red(레드),"서울특별시 송파구 송파대로28길 27, 101동 2층 207호 (가락동, 송파성원쌍떼빌)",
일반음식점,라화쿵부 마라탕,"서울특별시 송파구 백제고분로7길 50, 위더스빌딩(잠실) 2층 (잠실동)",
일반음식점,woody guide(우디 가이드),"서울특별시 송파구 올림픽로 607, 2층 (풍납동)",02-488-1123
일반음식점,감미당 문정1호점,"서울특별시 송파구 법원로9길 26, 에이치비지니스파크 1층 C-103호 (문정동)",
일반음식점,케미,"서울특별시 송파구 오금로35길 45, 1층 (오금동)",070-4036-5902
일반음식점,원할머니보쌈족발 잠실 배달점,"서울특별시 송파구 백제고분로9길 37, 1층 102호 (잠실동)",
일반음식점,만나분식,"서울특별시 송파구 백제고분로12길 7, 1층 (잠실동)",
일반음식점,쌀어묵공방,"서울특별시 송파구 송파대로38길 4, 1층 101호 (송파동)",
일반음식점,샌드앤,"서울특별시 송파구 법원로4길 17, 프라비다옥토 1층 107호 (문정동)",
일반음식점,salute(살루떼),"서울특별시 송파구 백제고분로45길 17-3, 3층 (송파동)",
일반음식점,빵빵떡볶이 석촌점,"서울특별시 송파구 석촌호수로 210, 지하1층 4호 (석촌동, 석촌호수효성해링턴타워)",
일반음식점,백년 장수 왕족발,"서울특별시 송파구 새말로5길 20, 브랜빌하우스 1층 (문정동)",
일반음식점,통큰미트샵(통큰meat샵),"서울특별시 송파구 마천로 166, 1층 (오금동)",02-448-0284
일반음식점,소림마라 송파점,"서울특별시 송파구 백제고분로34길 19, 1층 101호 (석촌동)",
일반음식점,교촌치킨 헬리오시티점,"서울특별시 송파구 송파대로 345, 2A동 B1층 3호,4호 (가락동, 헬리오시티)",
일반음식점,푸드케미,"서울특별시 송파구 백제고분로50길 43, 대영빌딩 1층 (방이동)",
일반음식점,더 식스 바버,"서울특별시 송파구 백제고분로18길 4, 1층 102호 (잠실동)",
일반음식점,잠실맘스,"서울특별시 송파구 올림픽로 119, 잠실파인애플상가 지하1층 A4호,A5호 (잠실동)",02-425-0103
일반음식점,바람이분다2,"서울특별시 송파구 백제고분로7길 16, 2층 (잠실동)",
일반음식점,삽다리손칼국수,"서울특별시 송파구 올림픽로8길 23, 1층 비호 (잠실동)",
일반음식점,응급실 국물떡볶이 서울 석촌점,"서울특별시 송파구 가락로 33, 대호빌딩 1층 (석촌동)",
일반음식점,이태리부대찌개 잠실장미점,"서울특별시 송파구 올림픽로35길 124, 장미아파트 에이상가 1동 101-1호 (신천동)",02-421-0915
일반음식점,커피인류 가락쌍용점,"서울특별시 송파구 동남로 189, 가락쌍용아파트상가 26동 1층 133,134호 (가락동)",
일반음식점,서울 돈까스 앤 우동,"서울특별시 송파구 중대로 80, 롯데마트 송파점 2층 (문정동)",
일반음식점,만원의 행복,"서울특별시 송파구 마천로51길 17-1, 1층 101호 (마천동)",
일반음식점,GREEN DAY(그린데이),"서울특별시 송파구 백제고분로 75, 지하1층 115호 (잠실동)",
일반음식점,썸띵에스프레소,"서울특별시 송파구 위례성대로20길 29, 1층 (오금동)",02-6498-0728
일반음식점,아담's 꼬마김밥,"서울특별시 송파구 새말로 62, 송파 푸르지오시티 1층 상가119호 (문정동)",02-407-3380
일반음식점,쭈아통치킨,"서울특별시 송파구 양재대로72길 18, 현대백조아파트 상가2동 1층 104호 (오금동)",02-430-9979
일반음식점,친구네 포차,"서울특별시 송파구 송파대로 111, 하비오길동 송파대로202동 1층 147호 (문정동, 파크하비오)",
일반음식점,영스넥,"서울특별시 송파구 올림픽로35길 124, 장미아파트 에이상가 1동 B7-2호 (신천동)",
일반음식점,불고기브라더스 도시락점방 롯데월드점,"서울특별시 송파구 올림픽로 240, 롯데월드 웰빙센타 1층 (잠실동)",02-2143-1266
일반음식점,멕시카나 잠실점,"서울특별시 송파구 삼전로13길 22, 1층 102호 (잠실동)",
일반음식점,네모푸드 송파점,"서울특별시 송파구 백제고분로22길 5, 한강빌딩 지하1층 (삼전동)",
일반음식점,아이언가이즈 송파점,"서울특별시 송파구 백제고분로42길 10, 지하1층 (송파동)",1577-9612
일반음식점,정,"서울특별시 송파구 백제고분로21길 8, 1층 102호 (삼전동)",
일반음식점,푸드모바일,"서울특별시 송파구 올림픽로35길 124, 장미아파트 에이상가 1동 101-1호 (신천동)",
일반음식점,조이,"서울특별시 송파구 송파대로28길 27, 102동 1층 116호 (가락동, 송파성원쌍떼빌)",
